Article,Branch,Qty On Hand,Open PO,run_rate,replenishment_days,Rate,Style,Colour,Size
FW-RUNN-WHT-UK8,Nagpur Store,129,0,2.8,14,"Rs. 2,299",Runner Flex,WHT,UK8
FW-RUNN-WHT-UK8,Kochi Store,35,0,2.9,10,"₹2,299",Runner Flex,WHT,UK8
FW-RUNN-WHT-UK8,Chandigarh Store,74,0,3.0,,2299,Runner Flex,WHT,UK8
FW-RUNN-WHT-UK8,Bhopal Store,53,0,1.5,14,"2,299.00",Runner Flex,WHT,UK8
FW-RUNN-WHT-UK8,Patna Store,25,0,2.3,14,2299,Runner Flex,WHT,UK8
FW-RUNN-WHT-UK8,Vadodara Store,36, 8 ,1.3,10,2299,Runner Flex,WHT,UK8
FW-RUNN-WHT-UK8,Ludhiana Store,1,0,0.2,10,"2,299.00",Runner Flex,WHT,UK8
FW-RUNN-WHT-UK8,Agra Store,23,0,1.6,21,"Rs. 2,299",Runner Flex,WHT,UK8
FW-RUNN-WHT-UK8,Nashik Store,27,0,1.0,14,2299,Runner Flex,WHT,UK8
FW-RUNN-WHT-UK8,Meerut Store,61,19,2.3,10,2299,Runner Flex,WHT,UK8
FW-RUNN-WHT-UK8,Rajkot Store,53,12,1.3,14,2299,Runner Flex,WHT,UK8
FW-RUNN-WHT-UK8,Varanasi Store,0,17,2.8,14,"₹2,299",Runner Flex,WHT,UK8
FW-RUNN-WHT-UK8,Amritsar Store,3,18,2.6,10,N/A,Runner Flex,WHT,UK8
FW-RUNN-WHT-UK8,Noida Store,23,20,0.7,21,"₹2,299",Runner Flex,WHT,UK8
FW-RUNN-WHT-UK8,Gurugram Store, 15 ,0,2.8,10,2299,Runner Flex,WHT,UK8
FW-RUNN-WHT-UK8,Coimbatore Store, 105 ,0,2.5,14,"₹2,299",Runner Flex,WHT,UK8
FW-RUNN-WHT-UK8,Madurai Store,63, 22 ,2.2,14,"₹2,299",Runner Flex,WHT,UK8
FW-RUNN-WHT-UK8,Guwahati Store,10,25,2.1,21,"2,299.00",Runner Flex,WHT,UK8
FW-RUNN-WHT-UK9,Mumbai Store,26,17,1.6,14,"₹3,499",Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Delhi Store,64,0,2.4,14,"₹3,499",Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Bengaluru Store,20,39,2.9,14,"₹3,499",Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Hyderabad Store,55,0,1.5,14,3499,Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Chennai Store,8,0,1.0,14,"3,499.00",Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Kolkata Store,168,0,2.4,21 days,"Rs. 3,499",Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Pune Store,23,32,1.3,21,"₹3,499",Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Ahmedabad Store,34,0,1.8,10,"₹3,499",Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Jaipur Store,9,0,1.6,10,"3,499.00",Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Lucknow Store,87,0,2.7,14,"₹3,499",Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Surat Store,39,0,1.1,14,3499,Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Indore Store,29,0,2.4,14,3499,Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Nagpur Store,36,0,3.0,10,"Rs. 3,499",Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Kochi Store,1,8,1.1,10,"3,499.00",Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Chandigarh Store,69,0,3.0,21,"3,499.00",Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Bhopal Store,13,0,0.4,21,"₹3,499",Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Patna Store,0,22,1.2,14,3499,Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Vadodara Store,87,0,2.4,14,"₹3,499",Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Ludhiana Store,20,12,2.0,10,3499,Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Agra Store,45,0,,14,"₹3,499",Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Nashik Store,18.5,0,0.8,10,"Rs. 3,499",Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Meerut Store,110,44,2.5,14,3499,Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Rajkot Store,6,4,0.5,14,3499,Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Varanasi Store,34,45,2.2,21,3499,Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Amritsar Store,52,31,2.7,21,"₹3,499",Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Noida Store,18,0,0.6,14,3499,Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Gurugram Store,28,6,0.9,10,"Rs. 3,499",Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Coimbatore Store,10,0,1.2,14,"₹3,499",Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Madurai Store,10,0,0.5,10,3499,Runner Flex,WHT,UK9
FW-RUNN-WHT-UK9,Guwahati Store,88,0,1.9,14,3499,Runner Flex,WHT,UK9
FW-RUNN-WHT-UK10,Mumbai Store,93, 31 ,2.1,14,1499,Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Delhi Store,12,0,0.3,14,"₹1,499",Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Bengaluru Store,18,0,0.9,10,"1,499.00",Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Hyderabad Store,15,0,0.3,21,1499,Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Chennai Store,17,29,2.2,21,"₹1,499",Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Kolkata Store,11,0,1.4,10,"Rs. 1,499",Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Pune Store,75,0,2.6,14,"₹1,499",Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Ahmedabad Store,30,0,1.4,14,"Rs. 1,499",Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Jaipur Store,135,59,2.5,21,"₹1,499",Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Lucknow Store,7,0,0.3,10,1499,Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Surat Store,-7,0,0.3,10,1499,Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Indore Store,52,0,1.7,10,1499,Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Nagpur Store,133,0,2.3,21,"₹1,499",Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Kochi Store,35,0,2.8,10,1499,Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Chandigarh Store,9,4,0.3,21,"₹1,499",Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Bhopal Store,54,0,0.9,21,1499,Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Patna Store,62,46,2.6,14,1499,Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Vadodara Store,27,0,0.8,14,"₹1,499",Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Ludhiana Store,17,-11,0.7,14,"₹1,499",Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Agra Store,46,0,1.1,14,1499,Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Nashik Store,59,17,2.0,10,1499,Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Meerut Store,49,13,1.4,14,"Rs. 1,499",Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Rajkot Store,4,0,0.7,10,1499,Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Varanasi Store,29,36,2.0,14,N/A,Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Amritsar Store,164,0,2.9,21,"₹1,499",Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Noida Store,15,0,1.4,10,"₹1,499",Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Gurugram Store,6,5,0.4,14,"₹1,499",Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Coimbatore Store, 9 ,0,1.2,,1499,Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Madurai Store,10,0,2.6,21,1499,Runner Flex,WHT,UK10
FW-RUNN-WHT-UK10,Guwahati Store,5,10,1.7,14,"₹1,499",Runner Flex,WHT,UK10
FW-RUNN-WHT-UK11,Mumbai Store,21,0,1.5,10,"₹3,499",Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Delhi Store,34,0,1.1,14,"Rs. 3,499",Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Bengaluru Store,13,0,0.5,10,3499,Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Hyderabad Store,4,0,1.6,21,"₹3,499",Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Chennai Store,61,0,1.5,21,3499,Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Kolkata Store,9,0,1.8,14,3499,Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Pune Store,164,0,2.6,21,3499,Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Ahmedabad Store,13, 16 ,1.2,21,3499,Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Jaipur Store,84,0,2.2,21,"₹3,499",Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Jaipur Store,84,0,2.2,21,"₹3,499",Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Lucknow Store,29,0,1.5,10,3499,Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Surat Store,4,0,0.6,14,"₹3,499",Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Indore Store,42,0,0.9,21,"₹3,499",Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Nagpur Store,42,0,2.8,14,"₹3,499",Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Kochi Store,37.5,23,0.9,21,"₹3,499",Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Chandigarh Store,45,0,1.5,10,3499,Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Bhopal Store,30,0,1.5,10,3499,Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Patna Store,33,0,2.6,10,"Rs. 3,499",Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Vadodara Store,30,0,1.9,10,"Rs. 3,499",Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Ludhiana Store,21,0,1.0,10,3499,Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Agra Store,3,0,0.2,10,3499,Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Nashik Store,9,0,0.8,10,3499,Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Meerut Store,97,0,2.2,14,"Rs. 3,499",Runner Flex,WHT,UK11
,Rajkot Store,63,23,2.1,10,3499,Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Varanasi Store,11,0,1.5,21,"Rs. 3,499",Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Amritsar Store,23,0,1.1,10 days,"3,499.00",Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Noida Store,42,73,2.6,21,"₹3,499",Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Gurugram Store,121,0,2.1,21,3499,Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Coimbatore Store,19,0,1.4,10,"₹3,499",Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Madurai Store,99,0,2.0,21,3499,Runner Flex,WHT,UK11
FW-RUNN-WHT-UK11,Guwahati Store,15,20,1.8,10,"₹3,499",Runner Flex,WHT,UK11
FW-RUNN-TAN-UK6,Mumbai Store,8,0,0.6,14,"₹2,299",Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Delhi Store, 0 ,0,1.1,21,2299,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Bengaluru Store,44,13,1.4,14,2299,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Hyderabad Store, 136 ,0,2.7,21,2299,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Chennai Store,57,0,1.0,21,"₹2,299",Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Kolkata Store,55,0,1.7,10,"Rs. 2,299",Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Pune Store,92,0,2.0,21,2299,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Ahmedabad Store,24,0,1.1,14,2299,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Jaipur Store,1,5,0.8,10,"Rs. 2,299",Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Lucknow Store,28,21,2.4,10,2299,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Surat Store,20,0,2.3,14,"2,299.00",Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Indore Store,90,0,2.4,21,"₹2,299",Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Nagpur Store,61,0,,10,2299,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Kochi Store,14, 35 ,2.6,10,2299,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Chandigarh Store,3,0,2.9,21,"₹2,299",Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Bhopal Store,19,0,1.3,10,"₹2,299",Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Patna Store,25,0,2.1,10,"Rs. 2,299",Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Vadodara Store,67,0,1.6,21,2299,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Ludhiana Store,59,0,2.3,14,2299,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Agra Store, 59 ,0,1.3,21,2299,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Nashik Store,20,0,0.8,14,2299,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Meerut Store, 10 ,0,0.3,21,2299,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Rajkot Store,47,0,2.3,14,N/A,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Varanasi Store,84,0,1.8,21,2299,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Amritsar Store,41,0,2.0,10,2299,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Noida Store,8,0,0.5,10,"Rs. 2,299",Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Gurugram Store,69,0,2.1,21,2299,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Coimbatore Store,60,16,1.7,21,2299,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Madurai Store,119,0,2.9,21,2299,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK6,Guwahati Store,53,-2,2.4,14,2299,Runner Flex,TAN,UK6
FW-RUNN-TAN-UK7,Mumbai Store,11,0,1.0,10,4999,Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Delhi Store,5,2,0.4,10,"Rs. 4,999",Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Bengaluru Store,103,27,1.8,21,4999,Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Hyderabad Store,12,0,0.8,14,"₹4,999",Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Chennai Store,90,49,1.8,21,4999,Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Kolkata Store,25,0,2.9,10,4999,Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Pune Store,33.5,0,1.5,21,"₹4,999",Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Ahmedabad Store,37,0,0.9,14,4999,Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Jaipur Store, 45 ,28,1.0,21,4999,Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Lucknow Store,(9),0,1.7,14,"₹4,999",Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Surat Store,9,0,2.0,,4999,Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Indore Store,20,0,0.9,10,4999,Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Nagpur Store,2,0,0.3,21,4999,Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Kochi Store,21,0,1.8,10,"₹4,999",Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Chandigarh Store, 18 ,72,2.5,21,"₹4,999",Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Bhopal Store,125,0,2.9,14,"Rs. 4,999",Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Patna Store,72,0,2.7,10,4999,Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Vadodara Store,45,47,2.2,21,"₹4,999",Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Ludhiana Store,12,0,1.4,14,"₹4,999",Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Agra Store,29,10,0.8,21,4999,Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Nashik Store,117,59,2.4,21,"4,999.00",Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Meerut Store,4,6,0.7,10,"₹4,999",Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Rajkot Store,1,1,0.2,10,"₹4,999",Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Varanasi Store,70,0,2.5,14,4999,Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Amritsar Store,25,0,2.3,10,"₹4,999",Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Noida Store,82,0,2.8,21,"₹4,999",Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Gurugram Store,14,0,0.6,10,"₹4,999",Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Coimbatore Store,4,2,0.3,14,"₹4,999",Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Madurai Store,45,0,2.3,10,"₹4,999",Runner Flex,TAN,UK7
FW-RUNN-TAN-UK7,Guwahati Store,73,0,1.4,21,4999,Runner Flex,TAN,UK7
FW-RUNN-TAN-UK8,Mumbai Store,3,0,2.0,14,1499,Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Delhi Store,11,0,0.4,14,"₹1,499",Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Bengaluru Store, 45 ,0,1.6,14,"₹1,499",Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Hyderabad Store,50,0,2.4,21,"₹1,499",Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Chennai Store,0,31,1.7,14,"1,499.00",Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Kolkata Store,12,0,0.3,21,1499,Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Pune Store,72,0,1.1,21,1499,Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Ahmedabad Store,3,12,0.7,21,"Rs. 1,499",Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Jaipur Store,62,0,2.3,14,"₹1,499",Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Lucknow Store,75,0,2.8,10,"Rs. 1,499",Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Surat Store,57,0,2.4,10,1499,Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Indore Store,65,28,1.9,14,"Rs. 1,499",Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Nagpur Store,113,0,1.7,21,1499,Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Kochi Store,0,1,0.2,10 days,"₹1,499",Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Chandigarh Store,56,0,1.0,21,1499,Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Bhopal Store,92,31,2.1,14,"₹1,499",Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Bhopal Store,92,31,2.1,14,"₹1,499",Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Patna Store,9,0,2.6,10,"₹1,499",Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Vadodara Store,54, 34 ,2.8,14,"1,499.00",Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Ludhiana Store,183,0,2.6,21,1499,Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Agra Store,34,0,2.2,10,1499,Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Nashik Store,38,0,1.6,10,"₹1,499",Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Meerut Store,122,0,1.8,21,N/A,Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Rajkot Store,35,0,2.7,14,1499,Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Varanasi Store,50,0,2.9,14,"1,499.00",Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Amritsar Store,13,0,2.5,14,1499,Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Noida Store,6,0,0.4,10,"Rs. 1,499",Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Gurugram Store,70,0,1.9,14,1499,Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Coimbatore Store,0,0,2.9,14,"₹1,499",Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Madurai Store,0,13,1.0,14,1499,Runner Flex,TAN,UK8
FW-RUNN-TAN-UK8,Guwahati Store,15.5,0,0.5,10,"Rs. 1,499",Runner Flex,TAN,UK8
FW-RUNN-TAN-UK9,Mumbai Store,7,9,2.0,10,1499,Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Delhi Store,22,0,0.7,10,"Rs. 1,499",Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Bengaluru Store,7,0,0.4,10,"₹1,499",Runner Flex,TAN,UK9
,Hyderabad Store,24,0,1.5,21,"₹1,499",Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Chennai Store,0,0,1.5,10,"Rs. 1,499",Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Kolkata Store,29,0,,10,"₹1,499",Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Pune Store,0,0,0.4,14,"₹1,499",Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Ahmedabad Store,4,0,0.3,10,"₹1,499",Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Jaipur Store,60,0,1.7,21,"Rs. 1,499",Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Lucknow Store,106,0,2.6,14,1499,Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Surat Store,51,-2,2.4,10,1499,Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Indore Store,6,0,1.2,14,"1,499.00",Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Nagpur Store,13,0,0.6,21,1499,Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Kochi Store,3,0,0.8,10,"₹1,499",Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Chandigarh Store,55,21,2.2,14,"₹1,499",Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Bhopal Store,6,16,1.2,14,1499,Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Patna Store,42,0,2.3,14,1499,Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Vadodara Store,127,0,2.0,21,"1,499.00",Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Ludhiana Store,96,71,2.9,21,"₹1,499",Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Agra Store,3,0,0.6,10,"1,499.00",Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Nashik Store,0,0,1.7,21,"₹1,499",Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Meerut Store,20,22,2.0,14,1499,Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Rajkot Store,5,7,0.8,21,1499,Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Varanasi Store,10,0,1.7,,1499,Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Amritsar Store,62,15,2.0,10,1499,Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Noida Store,122,0,2.9,21,"1,499.00",Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Gurugram Store,40,0,2.4,14,"₹1,499",Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Coimbatore Store,13,0,0.2,21,1499,Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Madurai Store,50,8,1.1,14,1499,Runner Flex,TAN,UK9
FW-RUNN-TAN-UK9,Guwahati Store,30,0,0.8,21,"₹1,499",Runner Flex,TAN,UK9
FW-RUNN-TAN-UK10,Mumbai Store,2,8,0.6,14,"3,499.00",Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Delhi Store,52,0,1.9,10,3499,Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Bengaluru Store,45,32,2.6,10,3499,Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Hyderabad Store,71,0,2.1,14,3499,Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Chennai Store,19,0,2.7,21,3499,Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Kolkata Store,4,0,1.7,14,"₹3,499",Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Pune Store,9,0,0.5,10,"₹3,499",Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Ahmedabad Store,116,0,2.0,21,3499,Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Jaipur Store,(2),0,0.5,14,"₹3,499",Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Lucknow Store,21, 8 ,0.7,10,"3,499.00",Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Surat Store,118,0,2.1,21,"₹3,499",Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Indore Store,16,0,1.4,14,3499,Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Nagpur Store,18,6,0.5,14,3499,Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Kochi Store,110,58,2.0,21,"Rs. 3,499",Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Chandigarh Store,2,0,0.3,10,"3,499.00",Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Bhopal Store,7,3,0.3,14,3499,Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Patna Store,62,0,1.5,14,"₹3,499",Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Vadodara Store,18,0,1.9,10,3499,Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Ludhiana Store,11,0,0.2,21,"₹3,499",Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Agra Store,76,0,1.9,21,3499,Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Nashik Store,5,7,0.7,14,N/A,Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Meerut Store,20,4,1.0,10,3499,Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Rajkot Store,15.5,19,1.8,14,3499,Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Varanasi Store,10,0,0.4,10,3499,Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Amritsar Store,49,0,1.4,14,3499,Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Noida Store,27,0,1.2,10,3499,Runner Flex,TAN,UK10
FW-RUNN-TAN-UK10,Gurugram Store,28,0,2.0,10,3499,Runner Flex,TAN,UK10
