item,shop,current_stock,intransit,avg_off_take_day,lt,price,Gear,bf,Units Sold Week 8,Units Sold Week 7,Units Sold Week 6,Units Sold Week 5,Units Sold Week 4,Units Sold Week 3,Units Sold Week 2,Units Sold Week 1
SP-FOOT-49,Hyderabad, 12 ,6,1.0,10,Rs. 299,Football Sz5,2.2,6,8,5,7,6,6,6,8
SP-FOOT-49,Chennai,50,0,3.2,7,Rs. 299,Football Sz5,2.0,21,24,25,23,19,19,23,24
SP-FOOT-49,Kolkata,144,27,4.7,10,299,Football Sz5,2.0,29,25,34,28,25,27,35,28
SP-FOOT-49,Pune,1,0,4.4,10,₹299,Football Sz5,,28,34,37,25,27,29,27,32
SP-FOOT-49,Ahmedabad,14,6,1.0,10,299,Football Sz5,2.0,8,6,8,5,7,7,8,7
SP-FOOT-49,Jaipur, 107 ,37,3.3,10,₹299,Football Sz5,2.2,27,18,27,20,28,25,22,18
SP-FOOT-49,Lucknow, 19 ,0,1.9,10,₹299,Football Sz5,2.2,16,11,12,11,11,11,12,11
SP-FOOT-49,Surat,7,0,3.5,7,299.00,Football Sz5,2.2,20,24,27,22,30,29,19,29
SP-FOOT-49,Indore,5,0,4.8,10,299.00,Football Sz5,,33,36,33,26,41,31,26,29
SP-FOOT-49,Nagpur,53,71,5.9,14,N/A,Football Sz5,2.2,42,38,37,50,40,49,48,36
SP-FOOT-49,Kochi,121,0,2.7,14,Rs. 299,Football Sz5,2.0,17,15,23,20,16,15,22,22
SP-FOOT-49,Chandigarh,12,0,2.4,14,299,Football Sz5,,17,17,14,19,14,15,16,13
SP-FOOT-49,Bhopal,56,0,2.3,14,299,Football Sz5,,15,17,16,15,15,14,16,16
SP-FOOT-49,Patna,109,0,4.6,7,₹299,Football Sz5,2.0,12,70,6,57,57,6,12,12
SP-FOOT-49,Vadodara,15,0,1.0,14,Rs. 299,Football Sz5,,6,7,8,8,6,9,6,6
SP-FOOT-49,Ludhiana,32,0,2.2,7,299,Football Sz5,2.0,17,14,19,12,13,17,14,15
SP-FOOT-49,Agra,3.5,0,2.3,7,Rs. 299,Football Sz5,2.0,13,16,16,14,18,17,13,18
SP-FOOT-50,Mumbai,90,0,4.6,14,3499,Football Sz5,,36,36,35,25,31,28,39,33
SP-FOOT-50,Delhi,6,0,0.5,7,3499,Football Sz5,,3,4,3,3,3,3,3,3
SP-FOOT-50,Bengaluru,36,0,2.7,14,"₹3,499",Football Sz5,,19,23,23,15,21,18,14,17
SP-FOOT-50,Hyderabad,90,25,4.7,7,3499,Football Sz5,,41,37,26,33,33,38,25,40
SP-FOOT-50,Chennai,3,0,2.6,,"3,499.00",Football Sz5,,15,17,17,14,15,21,21,16
SP-FOOT-50,Kolkata,38,0,5.6,7,3499,Football Sz5,,41,33,36,31,35,44,30,37
SP-FOOT-50,Pune,23,0,1.4,14 days,3499,Football Sz5,2.2,8,11,8,10,8,8,9,10
SP-FOOT-50,Ahmedabad,41,9,2.1,10,3499,Football Sz5,,15,15,12,16,15,11,18,18
SP-FOOT-50,Jaipur,4,0,0.6,10,"Rs. 3,499",Football Sz5,2.0,4,3,4,4,5,5,5,4
SP-FOOT-50,Lucknow,245,0,5.2,14,3499,Football Sz5,2.0,32,43,43,45,41,38,43,28
SP-FOOT-50,Surat, 54 ,0,4.0,7,"₹3,499",Football Sz5,,27,32,34,32,21,22,29,31
SP-FOOT-50,Indore,88,0,2.6,14,"₹3,499",Football Sz5,,22,21,16,15,18,14,16,20
SP-FOOT-50,Nagpur,24, 26 ,4.7,7,"₹3,499",Football Sz5,2.0,31,40,25,29,40,36,32,29
SP-FOOT-50,Kochi,28,0,4.5,10,"₹3,499",Football Sz5,2.0,56,6,12,6,56,12,12,6
SP-FOOT-50,Chandigarh,5,26,3.0,14,3499,Football Sz5,,19,22,22,25,25,16,16,23
SP-FOOT-50,Bhopal,7,4,0.8,14,"₹3,499",Football Sz5,,5,5,4,6,6,5,5,5
SP-FOOT-50,Patna,30, 13 ,2.0,7,"₹3,499",Football Sz5,,17,12,12,17,11,12,13,14
SP-FOOT-50,Vadodara,14,0,2.5,7,3499,Football Sz5,,14,21,21,15,19,22,18,18
SP-FOOT-50,Ludhiana,38,0,2.1,7,3499,Football Sz5,,14,12,14,16,17,14,13,15
SP-FOOT-50,Agra,64,65,3.6,14,"₹3,499",Football Sz5,2.0,26,25,25,29,26,20,25,23
SP-SKIP-51,Mumbai,48,0,4.3,7,Rs. 299,Skipping Rope,2.0,26,23,30,33,36,33,28,26
SP-SKIP-51,Delhi,199,0,6.0,14,299.00,Skipping Rope,,38,48,47,43,40,42,48,34
SP-SKIP-51,Bengaluru,38,0,5.8,7,299,Skipping Rope,,48,32,41,34,46,40,48,44
SP-SKIP-51,Hyderabad, 285 ,0,6.0,14,299,Skipping Rope,,50,36,51,44,52,41,49,48
SP-SKIP-51,Chennai,14,0,3.4,14,₹299,Skipping Rope,,21,26,28,23,25,26,29,24
SP-SKIP-51,Kolkata, 134 ,0,4.3,10,299,Skipping Rope,2.2,35,36,30,33,33,31,24,23
SP-SKIP-51,Pune, 64 ,0,5.2,7,299,Skipping Rope,,30,37,44,39,28,45,43,31
SP-SKIP-51,Ahmedabad,131,0,5.8,7,Rs. 299,Skipping Rope,,38,32,36,36,48,38,40,36
SP-SKIP-51,Jaipur,43,0,4.3,14,299,Skipping Rope,2.2,35,31,31,36,32,36,29,24
SP-SKIP-51,Lucknow, 71 ,0,5.3,10,299,Skipping Rope,2.0,42,41,38,34,41,41,30,30
SP-SKIP-51,Surat,126,0,5.6,10,₹299,Skipping Rope,,86,7,15,15,7,7,86,15
SP-SKIP-51,Indore,38,0,4.2,14,Rs. 299,Skipping Rope,,27,24,35,30,36,24,29,30
SP-SKIP-51,Nagpur,30,0,4.5,14,₹299,Skipping Rope,,36,30,27,24,24,29,38,31
SP-SKIP-51,Kochi,63,0,2.4,14,₹299,Skipping Rope,2.0,21,13,13,16,15,16,19,16
SP-SKIP-51,Chandigarh,1,0,2.8,7,299.00,Skipping Rope,2.0,20,20,19,22,21,23,21,22
SP-SKIP-51,Bhopal,32,21,5.5,7,Rs. 299,Skipping Rope,2.0,37,38,42,37,38,36,38,47
SP-SKIP-51,Patna,38, 9 ,1.9,7,299.00,Skipping Rope,,15,14,13,15,13,14,10,11
SP-SKIP-51,Vadodara,157,64,5.0,10,Rs. 299,Skipping Rope,,44,26,37,27,36,38,40,34
SP-SKIP-51,Vadodara,157,64,5.0,10,Rs. 299,Skipping Rope,,44,26,37,27,36,38,40,34
SP-SKIP-51,Ludhiana,143,0,4.6,14,299,Skipping Rope,,24,30,28,39,35,24,39,39
SP-SKIP-51,Agra,8,0,0.4,7,299,Skipping Rope,,3,3,3,3,3,3,2,3
SP-SKIP-52,Mumbai,66,13,1.4,14,₹999,Skipping Rope,2.2,8,11,8,9,9,12,10,11
SP-SKIP-52,Delhi,73,0,3.4,7,₹999,Skipping Rope,,27,25,30,25,29,21,27,28
SP-SKIP-52,Bengaluru,(3),0,3.6,7,₹999,Skipping Rope,,21,21,31,19,28,24,29,25
SP-SKIP-52,Hyderabad,67,0,5.8,14,₹999,Skipping Rope,2.0,39,48,39,39,46,44,32,43
SP-SKIP-52,Chennai,62,35,2.5,14,₹999,Skipping Rope,,17,17,21,20,16,13,16,22
SP-SKIP-52,Kolkata,127,0,3.9,14,₹999,Skipping Rope,,30,22,28,34,28,31,23,31
SP-SKIP-52,Pune,18,0,5.4,14,999,Skipping Rope,,29,41,38,43,46,32,29,42
SP-SKIP-52,Ahmedabad,21,9,1.0,7,999,Skipping Rope,,2,1,15,12,2,1,2,2
SP-SKIP-52,Jaipur,51,-9,3.2,14,₹999,Skipping Rope,2.0,23,25,22,25,19,26,26,19
SP-SKIP-52,Lucknow, 51 ,50,2.6,14,999,Skipping Rope,,21,21,16,20,14,18,17,20
SP-SKIP-52,Surat,1,53,5.2,10,₹999,Skipping Rope,2.2,34,45,33,40,39,28,45,37
SP-SKIP-52,Indore,117,0,3.5,10,N/A,Skipping Rope,,20,22,19,27,30,19,28,24
SP-SKIP-52,Nagpur,53.5,0,3.1,14,999,Skipping Rope,,27,19,21,17,17,23,17,22
SP-SKIP-52,Kochi,54,0,3.0,10,₹999,Skipping Rope,,26,23,22,21,22,24,19,21
SP-SKIP-52,Chandigarh,43,0,2.6,7,999.00,Skipping Rope,,22,17,21,18,14,19,18,22
SP-SKIP-52,Bhopal,62,0,3.0,14,Rs. 999,Skipping Rope,2.2,20,25,21,22,21,25,17,18
SP-SKIP-52,Patna,41,0,,10,999,Skipping Rope,2.0,52,36,48,49,52,50,50,49
SP-SKIP-52,Vadodara,31,0,0.7,14,₹999,Skipping Rope,,6,5,6,4,6,5,5,5
SP-SKIP-52,Ludhiana,64,0,3.9,7,999,Skipping Rope,2.0,28,34,24,23,21,25,29,21
SP-SKIP-52,Agra,103,0,4.7,7,Rs. 999,Skipping Rope,2.0,35,38,40,38,26,26,26,28
SP-SKIP-53,Mumbai,37,0,1.4,10,"Rs. 1,899",Skipping Rope,2.0,11,12,11,10,8,10,11,10
SP-SKIP-53,Delhi,46,0,1.3,14,1899,Skipping Rope,2.0,9,10,8,11,9,7,9,11
SP-SKIP-53,Bengaluru,19,12,1.3,10,"₹1,899",Skipping Rope,,11,11,10,8,7,8,10,9
SP-SKIP-53,Hyderabad,94,0,3.9,10,"Rs. 1,899",Skipping Rope,2.2,34,28,24,29,25,22,29,31
SP-SKIP-53,Chennai, 53 ,0,4.2,7,1899,Skipping Rope,,52,11,64,64,5,64,11,5
SP-SKIP-53,Kolkata,21,0,3.3,10,1899,Skipping Rope,,25,25,21,25,26,18,25,29
SP-SKIP-53,Pune, 5 ,3,0.5,7,"1,899.00",Skipping Rope,,4,3,3,4,4,3,4,3
SP-SKIP-53,Ahmedabad,52,0,3.3,7,"₹1,899",Skipping Rope,,19,24,20,27,18,28,26,18
SP-SKIP-53,Jaipur,21,0,4.5,7,"₹1,899",Skipping Rope,,37,35,28,31,36,26,27,24
SP-SKIP-53,Lucknow,5,0,2.8,7,1899,Skipping Rope,2.0,19,17,15,16,21,18,22,18
SP-SKIP-53,Surat,47,14,2.4,7,1899,Skipping Rope,,21,20,19,16,14,18,17,20
SP-SKIP-53,Indore,63,0,2.9,7,1899,Skipping Rope,,24,21,25,19,17,24,21,16
SP-SKIP-53,Nagpur,9,0,2.5,10,"Rs. 1,899",Skipping Rope,,15,14,14,17,21,13,21,22
SP-SKIP-53,Kochi,23,0,1.2,7,1899,Skipping Rope,,8,10,7,10,9,7,9,7
SP-SKIP-53,Chandigarh, 16 ,0,1.0,7,1899,Skipping Rope,,7,5,6,7,6,9,7,6
SP-SKIP-53,Bhopal,124, 25 ,3.6,14,"1,899.00",Skipping Rope,,23,26,30,20,21,25,28,25
SP-SKIP-53,Patna,15,0,1.0,7,"₹1,899",Skipping Rope,,6,8,7,8,7,6,6,8
SP-SKIP-53,Vadodara,152,0,4.6,,"₹1,899",Skipping Rope,,28,40,29,34,33,31,25,38
SP-SKIP-53,Ludhiana,46,0,1.6,14,"₹1,899",Skipping Rope,,12,11,13,14,12,12,14,10
,Agra, 58 ,0,5.8,14,"₹1,899",Skipping Rope,2.0,45,35,39,35,36,39,40,37
SP-SKIP-54,Mumbai,3,0,3.4,7,3499,Skipping Rope,2.0,18,28,27,25,21,22,25,29
SP-SKIP-54,Delhi,46,0,4.9,10,3499,Skipping Rope,2.0,13,6,6,75,6,6,13,61
SP-SKIP-54,Bengaluru,8,0,0.7,10,"₹3,499",Skipping Rope,,4,5,4,4,6,4,6,4
SP-SKIP-54,Hyderabad,36, 56 ,3.1,14,"₹3,499",Skipping Rope,2.0,18,21,17,25,19,20,26,22
SP-SKIP-54,Chennai,6,0,0.5,10,3499,Skipping Rope,,4,3,3,4,3,4,4,4
SP-SKIP-54,Kolkata,15,0,4.3,10 days,3499,Skipping Rope,,34,31,36,36,25,37,25,28
SP-SKIP-54,Pune,61,0,2.4,10,3499,Skipping Rope,,13,19,21,17,18,13,20,21
SP-SKIP-54,Ahmedabad,12,0,0.5,14,"₹3,499",Skipping Rope,,3,4,3,4,4,3,4,3
SP-SKIP-54,Jaipur,54,32,2.0,14,3499,Skipping Rope,,12,13,13,16,15,14,12,11
SP-SKIP-54,Lucknow,26,0,4.7,7,"₹3,499",Skipping Rope,,35,36,34,39,41,33,37,33
SP-SKIP-54,Surat,29,0,1.2,10,"₹3,499",Skipping Rope,2.0,9,6,9,8,9,7,8,8
SP-SKIP-54,Indore,187,0,5.9,14,"3,499.00",Skipping Rope,,38,31,50,44,44,38,37,40
SP-SKIP-54,Nagpur,58,0,4.5,10,3499,Skipping Rope,,27,34,34,33,33,24,34,39
SP-SKIP-54,Kochi,85,0,3.7,7,"₹3,499",Skipping Rope,2.0,26,20,25,21,27,30,22,32
SP-SKIP-54,Chandigarh,15,0,1.7,7,3499,Skipping Rope,,13,10,12,10,13,15,11,12
SP-SKIP-54,Bhopal,50,0,1.6,10,3499,Skipping Rope,,11,10,12,11,13,13,13,13
SP-SKIP-54,Patna,2,20,2.2,7,"Rs. 3,499",Skipping Rope,2.0,18,16,16,17,18,13,13,14
SP-SKIP-54,Vadodara,19,14,1.6,14,3499,Skipping Rope,,10,10,8,13,9,10,13,12
SP-SKIP-54,Ludhiana,40,15,3.8,7,"₹3,499",Skipping Rope,2.0,47,47,58,10,58,5,10,10
SP-SKIP-54,Agra,5,42,5.1,7,"₹3,499",Skipping Rope,2.2,42,40,43,39,39,32,38,31
SP-SKIP-55,Mumbai, 21 ,31,4.0,7,1899,Skipping Rope,,24,33,27,25,32,32,31,29
SP-SKIP-55,Delhi,18,0,0.7,14,"₹1,899",Skipping Rope,,4,5,4,6,4,5,4,6
SP-SKIP-55,Bengaluru,61, 14 ,2.9,7,"1,899.00",Skipping Rope,2.2,17,17,22,21,23,16,18,23
SP-SKIP-55,Hyderabad,25,18,3.1,7,"₹1,899",Skipping Rope,2.0,25,22,17,26,18,23,24,22
SP-SKIP-55,Chennai,37,0,5.8,7,1899,Skipping Rope,,47,50,36,48,45,36,46,48
SP-SKIP-55,Kolkata,12.5,0,0.9,14,"Rs. 1,899",Skipping Rope,2.2,7,5,6,6,6,7,6,7
SP-SKIP-55,Pune,179,107,5.6,14,"₹1,899",Skipping Rope,2.2,48,40,45,42,38,45,40,42
SP-SKIP-55,Ahmedabad,154,24,5.5,10,1899,Skipping Rope,,32,35,29,45,37,37,42,35
SP-SKIP-55,Jaipur,28,0,0.9,10,1899,Skipping Rope,,7,6,7,7,5,6,8,5
SP-SKIP-55,Lucknow,32,23,5.3,7,"Rs. 1,899",Skipping Rope,2.2,40,33,41,29,44,33,29,45
SP-SKIP-55,Surat,35,30,3.2,7,N/A,Skipping Rope,2.0,27,17,18,19,24,22,27,23
SP-SKIP-55,Indore,70,0,3.2,10,"Rs. 1,899",Skipping Rope,,26,25,24,28,22,17,18,24
SP-SKIP-55,Nagpur,10,2,0.5,7,1899,Skipping Rope,,3,3,3,4,4,4,3,3
SP-SKIP-55,Kochi, 13 ,0,1.9,14,"1,899.00",Skipping Rope,,15,15,11,11,14,12,11,13
SP-SKIP-55,Chandigarh,29,0,1.7,7,1899,Skipping Rope,,13,9,14,10,15,14,12,15
SP-SKIP-55,Bhopal,73,25,3.4,7,1899,Skipping Rope,,4,42,42,42,9,9,42,9
SP-SKIP-55,Patna,31,0,5.3,14,1899,Skipping Rope,2.2,43,43,28,36,34,38,40,34
SP-SKIP-55,Vadodara,107,25,4.3,10,1899,Skipping Rope,,30,26,27,26,31,25,36,31
SP-SKIP-55,Ludhiana,16,0,2.7,10,1899,Skipping Rope,2.0,22,23,17,21,22,17,15,21
SP-SKIP-55,Agra,31,-13,2.0,7,1899,Skipping Rope,,14,14,13,16,11,13,11,11
SP-SKIP-56,Mumbai,7,9,2.6,7,299,Skipping Rope,,17,18,15,17,20,20,14,16
SP-SKIP-56,Delhi,29,0,5.5,7,₹299,Skipping Rope,,46,45,39,47,33,34,36,36
SP-SKIP-56,Bengaluru,17,0,4.7,10,₹299,Skipping Rope,,38,25,37,31,40,39,37,29
SP-SKIP-56,Hyderabad,10,0,2.0,10,299,Skipping Rope,,12,13,15,15,15,17,11,14
SP-SKIP-56,Chennai,32,0,1.4,10,299.00,Skipping Rope,2.2,11,12,10,8,11,11,11,9
SP-SKIP-56,Kolkata,48,9,1.1,14,299,Skipping Rope,2.0,8,7,9,7,8,7,7,6
SP-SKIP-56,Pune,98,0,5.8,10,299,Skipping Rope,,33,43,33,42,36,42,48,35
SP-SKIP-56,Ahmedabad,9,0,0.7,7,299,Skipping Rope,2.2,6,4,5,5,5,5,5,6
SP-SKIP-56,Jaipur,85,0,4.5,10,299,Skipping Rope,2.2,32,25,25,29,32,25,33,30
SP-SKIP-56,Lucknow,125,0,3.8,14,₹299,Skipping Rope,2.2,25,21,26,32,33,27,27,32
SP-SKIP-56,Surat,28,113,6.0,14,₹299,Skipping Rope,2.0,33,44,39,49,33,35,37,43
SP-SKIP-56,Indore,(4),0,1.1,7,₹299,Skipping Rope,2.2,9,9,9,8,9,8,9,7
SP-SKIP-56,Nagpur,18,10,1.7,14,₹299,Skipping Rope,,26,4,21,21,26,21,4,21
SP-SKIP-56,Kochi,28,0,1.7,14,299,Skipping Rope,2.2,15,11,15,12,12,11,11,13
SP-SKIP-56,Chandigarh,26,0,1.2,10,₹299,Skipping Rope,2.2,9,8,10,7,9,10,8,7
SP-SKIP-56,Chandigarh,26,0,1.2,10,₹299,Skipping Rope,2.2,9,8,10,7,9,10,8,7
SP-SKIP-56,Bhopal,77,12,2.2,14,299,Skipping Rope,,16,16,12,14,17,12,16,15
SP-SKIP-56,Patna,104,0,5.8,7,Rs. 299,Skipping Rope,,39,47,37,35,46,44,48,47
SP-SKIP-56,Vadodara,42,0,2.4,10,299,Skipping Rope,,16,21,15,13,20,16,14,13
SP-SKIP-56,Ludhiana, 42 ,0,1.7,10,299,Skipping Rope,,10,9,14,11,12,10,15,15
SP-SKIP-56,Agra,14,19,,10,299,Skipping Rope,2.2,19,19,15,18,17,12,15,12
SP-SKIP-57,Mumbai,29,0,4.7,10,"1,899.00",Skipping Rope,,32,32,32,40,41,25,34,34
SP-SKIP-57,Delhi,0,0,0.6,7,"₹1,899",Skipping Rope,2.0,5,4,3,4,4,4,4,5
SP-SKIP-57,Bengaluru,8,0,3.0,10,1899,Skipping Rope,,24,20,25,21,16,23,17,19
SP-SKIP-57,Hyderabad,61,0,3.2,14,1899,Skipping Rope,,22,19,27,26,27,24,22,19
SP-SKIP-57,Chennai,63,0,1.9,14,"Rs. 1,899",Skipping Rope,,15,15,15,10,11,11,16,11
SP-SKIP-57,Kolkata,2,38,5.3,10,1899,Skipping Rope,,41,32,29,42,28,40,33,39
SP-SKIP-57,Pune,23,0,0.9,14,"Rs. 1,899",Skipping Rope,,6,5,6,5,6,6,7,7
SP-SKIP-57,Ahmedabad,125,39,4.6,10,1899,Skipping Rope,2.2,33,35,27,32,36,25,37,33
SP-SKIP-57,Jaipur,0,0,4.7,7,"Rs. 1,899",Skipping Rope,,40,29,33,34,34,37,30,37
SP-SKIP-57,Lucknow,48,17,3.8,7,"1,899.00",Skipping Rope,2.0,47,5,5,10,47,10,58,10
SP-SKIP-57,Surat,8,0,1.4,,"₹1,899",Skipping Rope,2.0,9,9,11,8,9,10,12,7
SP-SKIP-57,Indore,13,0,1.4,7,"₹1,899",Skipping Rope,2.0,11,9,9,11,12,11,9,11
SP-SKIP-57,Nagpur,33,0,1.6,14,"Rs. 1,899",Skipping Rope,,11,13,12,13,9,12,12,9
SP-SKIP-57,Kochi, 17 ,0,4.7,7,"Rs. 1,899",Skipping Rope,,35,34,38,39,26,28,33,37
SP-SKIP-57,Chandigarh,6,0,0.7,10,"Rs. 1,899",Skipping Rope,,6,4,4,6,6,6,4,4
SP-SKIP-57,Bhopal,11,63,4.2,14,1899,Skipping Rope,2.0,29,32,34,27,23,33,24,34
SP-SKIP-57,Patna, 130 ,0,4.6,14,"Rs. 1,899",Skipping Rope,,38,33,29,36,27,27,25,28
SP-SKIP-57,Vadodara,102,41,4.6,10,1899,Skipping Rope,,31,31,38,32,34,35,27,40
SP-SKIP-57,Ludhiana,38.5,0,1.9,10,1899,Skipping Rope,,14,16,16,17,13,13,11,11
SP-SKIP-57,Agra, 51 ,25,4.8,7,"₹1,899",Skipping Rope,2.2,40,33,35,41,25,26,39,33
SP-SKIP-58,Mumbai,35,0,2.1,10,"₹3,499",Skipping Rope,,13,14,15,14,11,18,14,18
SP-SKIP-58,Delhi,14,8,0.5,14,3499,Skipping Rope,2.2,3,4,4,3,4,4,3,4
SP-SKIP-58,Bengaluru,36,0,5.3,7,"₹3,499",Skipping Rope,2.2,40,46,46,45,46,36,29,37
SP-SKIP-58,Hyderabad,50,0,5.7,10,"3,499.00",Skipping Rope,,33,37,35,38,46,33,46,42
SP-SKIP-58,Chennai, 33 ,0,4.3,7 days,"Rs. 3,499",Skipping Rope,,26,34,23,32,30,35,31,29
SP-SKIP-58,Kolkata,119,0,3.4,14,"Rs. 3,499",Skipping Rope,,26,27,28,25,24,26,28,25
SP-SKIP-58,Pune,35,20,2.6,10,"₹3,499",Skipping Rope,,3,32,32,32,32,32,3,40
SP-SKIP-58,Ahmedabad,84,0,4.8,14,"3,499.00",Skipping Rope,,42,36,28,35,33,31,33,27
SP-SKIP-58,Jaipur,32,0,2.3,10,3499,Skipping Rope,,14,12,20,18,18,17,18,19
SP-SKIP-58,Lucknow,21,13,2.5,10,N/A,Skipping Rope,2.0,15,16,22,17,19,16,16,18
SP-SKIP-58,Surat,102,0,5.8,7,3499,Skipping Rope,,36,42,35,31,47,42,36,40
SP-SKIP-58,Indore,95,0,2.5,14,3499,Skipping Rope,,14,18,18,19,18,14,15,16
SP-SKIP-58,Nagpur,67,0,2.3,10,3499,Skipping Rope,,14,13,14,17,19,15,15,14
SP-SKIP-58,Kochi,62,0,4.7,7,"Rs. 3,499",Skipping Rope,,35,30,32,27,27,28,30,39
SP-SKIP-58,Chandigarh,12,0,1.0,7,"₹3,499",Skipping Rope,2.0,5,7,6,7,5,7,7,9
SP-SKIP-58,Bhopal,11,0,1.8,7,3499,Skipping Rope,2.2,13,11,12,11,10,10,15,15
SP-SKIP-58,Patna,94,0,5.4,10,3499,Skipping Rope,,39,45,29,45,32,44,30,43
SP-SKIP-58,Vadodara,94,0,3.1,14,3499,Skipping Rope,,23,17,24,20,20,23,25,27
SP-SKIP-58,Ludhiana,226,0,4.8,14,"₹3,499",Skipping Rope,,31,34,32,34,30,35,28,29
SP-SKIP-58,Agra,9,0,1.7,7,"₹3,499",Skipping Rope,,14,11,13,12,13,10,13,12
,Mumbai,99,51,4.3,10,299,Skipping Rope,,28,31,23,28,34,28,36,33
SP-SKIP-59,Delhi,13,0,0.9,14,299,Skipping Rope,,7,5,7,7,5,6,8,6
SP-SKIP-59,Bengaluru,47,0,1.9,14,299,Skipping Rope,2.2,16,14,14,15,16,16,12,14
SP-SKIP-59,Hyderabad,5,3,0.7,7,299,Skipping Rope,2.0,8,10,0,8,1,1,0,10
SP-SKIP-59,Chennai,17,42,5.9,7,299,Skipping Rope,,38,43,32,33,35,39,40,35
SP-SKIP-59,Kolkata,23,0,2.1,10,Rs. 299,Skipping Rope,2.2,14,13,15,13,18,16,17,15
SP-SKIP-59,Pune,62,71,4.4,14,Rs. 299,Skipping Rope,,29,31,27,38,35,37,26,25
SP-SKIP-59,Ahmedabad,44,41,4.0,14,₹299,Skipping Rope,,29,24,30,24,30,29,31,35
SP-SKIP-59,Jaipur,81,0,5.7,7,299,Skipping Rope,,38,37,35,33,45,48,37,37
SP-SKIP-59,Lucknow,3,58,5.4,14,₹299,Skipping Rope,2.2,42,41,46,29,44,40,36,36
SP-SKIP-59,Surat,45,-12,5.4,10,299.00,Skipping Rope,,46,39,31,36,32,40,31,46
SP-SKIP-59,Indore,52,0,2.2,7,299.00,Skipping Rope,2.0,16,17,14,16,14,17,19,17
SP-SKIP-59,Nagpur,34,10,2.1,7,₹299,Skipping Rope,,16,15,16,13,18,16,13,18
SP-SKIP-59,Kochi,158,0,4.6,14,299,Skipping Rope,,32,29,31,28,36,34,30,31
SP-SKIP-59,Chandigarh,36,0,2.7,7,299.00,Skipping Rope,2.0,17,18,18,20,17,18,20,16
SP-SKIP-59,Bhopal,53,0,1.7,10,299,Skipping Rope,,15,13,10,14,13,13,9,10
SP-SKIP-59,Patna,53,43,5.3,7,Rs. 299,Skipping Rope,,39,37,34,37,45,32,32,31
SP-SKIP-59,Vadodara,77,0,2.4,10,299,Skipping Rope,,15,19,15,19,16,19,14,13
SP-SKIP-59,Ludhiana,9,0,1.5,14,₹299,Skipping Rope,,9,12,12,11,13,8,13,12
SP-SKIP-59,Agra,11,19,1.3,14,299,Skipping Rope,,10,9,8,7,10,11,10,8
SP-SKIP-60,Mumbai,84, 23 ,2.7,10,3499,Skipping Rope,2.2,7,3,3,3,34,3,7,7
SP-SKIP-60,Delhi,15,0,3.4,7,3499,Skipping Rope,2.0,26,27,28,29,26,25,21,25
SP-SKIP-60,Bengaluru,80,0,5.6,14,"Rs. 3,499",Skipping Rope,,42,30,41,49,34,44,47,45
SP-SKIP-60,Hyderabad,61,0,5.1,7,3499,Skipping Rope,,35,35,42,33,44,38,32,38
SP-SKIP-60,Chennai,21,31,3.2,14,"₹3,499",Skipping Rope,2.0,21,17,20,26,27,24,23,17
SP-SKIP-60,Kolkata,33,0,2.2,14,3499,Skipping Rope,,19,13,17,18,15,15,18,15
SP-SKIP-60,Pune,9,3,0.6,7,"₹3,499",Skipping Rope,,4,5,5,3,5,4,4,4
SP-SKIP-60,Ahmedabad,14,3,0.8,10,"₹3,499",Skipping Rope,2.0,4,5,6,5,6,7,5,7
SP-SKIP-60,Jaipur,14,0,0.7,10,3499,Skipping Rope,,5,5,5,6,6,6,5,6
SP-SKIP-60,Lucknow,13,0,0.7,10,3499,Skipping Rope,,4,6,4,5,4,6,5,6
SP-SKIP-60,Surat,157,0,4.8,10,"₹3,499",Skipping Rope,,29,39,40,26,35,35,31,41
SP-SKIP-60,Indore,9.5,0,1.8,7,3499,Skipping Rope,2.2,12,11,11,15,15,11,10,11
SP-SKIP-60,Nagpur,4,3,0.6,14,"₹3,499",Skipping Rope,,4,3,3,4,3,4,3,5
SP-SKIP-60,Kochi,25,0,1.3,7,3499,Skipping Rope,,9,10,10,10,10,10,7,9
SP-SKIP-60,Chandigarh,9,0,0.8,10,3499,Skipping Rope,,7,5,6,6,7,7,5,5
SP-SKIP-60,Bhopal,85,0,3.6,10,"₹3,499",Skipping Rope,,22,30,21,26,25,20,20,27
SP-SKIP-60,Patna,6,0,2.4,10,3499,Skipping Rope,,19,19,18,17,17,13,13,13
SP-SKIP-60,Vadodara,12,0,0.8,10,3499,Skipping Rope,2.0,2,10,12,10,12,10,12,1
SP-SKIP-60,Ludhiana,27,49,5.3,7,3499,Skipping Rope,,28,44,31,42,29,32,28,40
SP-SKIP-60,Agra,12,0,2.1,14,"₹3,499",Skipping Rope,,15,12,14,12,14,12,12,13
SP-GYM-61,Mumbai,(6),0,0.6,7,1899,Gym Gloves,,5,4,5,5,5,3,4,5
SP-GYM-61,Delhi,28,0,2.0,10,1899,Gym Gloves,,14,14,12,16,17,13,13,14
SP-GYM-61,Bengaluru,82,0,,14,1899,Gym Gloves,2.2,34,23,33,24,32,32,27,26
SP-GYM-61,Hyderabad,13,0,0.6,,1899,Gym Gloves,2.0,5,5,5,5,4,5,4,4
SP-GYM-61,Chennai,20,0,5.9,10,"₹1,899",Gym Gloves,,39,40,39,50,38,44,33,46
SP-GYM-61,Kolkata,16,4,0.9,10,1899,Gym Gloves,2.0,5,8,5,8,5,6,5,6
